mmsi,timestamp,lat,lon
100000001,2026-09-06 00:00:00,18.92629998742034,72.73827052750767
100000002,2026-09-06 00:00:00,18.8785522297615,72.5411956869587
100000003,2026-09-06 00:00:00,18.967346509314417,72.67983760356198
100000004,2026-09-06 00:00:00,19.014579477963327,72.55118520472868
100000005,2026-09-06 00:00:00,18.91044011870376,72.62993648274924
100000006,2026-09-06 00:00:00,18.97112344683569,72.53407163622278
100000007,2026-09-06 00:00:00,18.93941203953636,72.69637939697873
100000008,2026-09-06 00:00:00,18.969128182883818,72.50963574792212
100000009,2026-09-06 00:00:00,18.865804110795505,72.73907176840203
100000010,2026-09-06 00:00:00,18.91202815199375,72.52405894346404
999999999,2026-09-06 00:00:00,18.85,72.65
100000001,2026-09-06 00:05:00,18.927691951071207,72.73886247841286
100000002,2026-09-06 00:05:00,18.87590073143451,72.54339274383335
100000003,2026-09-06 00:05:00,18.964470016280192,72.68265706267495
100000004,2026-09-06 00:05:00,19.01267042776657,72.5492856317878
100000005,2026-09-06 00:05:00,18.910031788815612,72.62868385759043
100000006,2026-09-06 00:05:00,18.969876314726903,72.53326980728254
100000007,2026-09-06 00:05:00,18.937610082229313,72.6964648036092
100000008,2026-09-06 00:05:00,18.969773451995227,72.50765889266424
100000009,2026-09-06 00:05:00,18.86859790299395,72.74092215249073
100000010,2026-09-06 00:05:00,18.91313355015282,72.52369985842648
999999999,2026-09-06 00:05:00,18.852083333333336,72.65208333333334
100000001,2026-09-06 00:10:00,18.929083914722074,72.73945442931804
100000002,2026-09-06 00:10:00,18.87324923310752,72.545589800708
100000003,2026-09-06 00:10:00,18.961593523245966,72.68547652178792
100000004,2026-09-06 00:10:00,19.01076137756981,72.54738605884691
100000005,2026-09-06 00:10:00,18.909623458927463,72.62743123243162
100000006,2026-09-06 00:10:00,18.968629182618116,72.5324679783423
100000007,2026-09-06 00:10:00,18.935808124922264,72.69655021023968
100000008,2026-09-06 00:10:00,18.970418721106636,72.50568203740636
100000009,2026-09-06 00:10:00,18.871391695192397,72.74277253657942
100000010,2026-09-06 00:10:00,18.914238948311894,72.52334077338892
999999999,2026-09-06 00:10:00,18.854166666666668,72.65416666666667
100000001,2026-09-06 00:15:00,18.930475878372942,72.74004638022323
100000002,2026-09-06 00:15:00,18.870597734780528,72.54778685758265
100000003,2026-09-06 00:15:00,18.95871703021174,72.68829598090089
100000004,2026-09-06 00:15:00,19.008852327373052,72.54548648590603
100000005,2026-09-06 00:15:00,18.909215129039314,72.6261786072728
100000006,2026-09-06 00:15:00,18.96738205050933,72.53166614940206
100000007,2026-09-06 00:15:00,18.934006167615216,72.69663561687015
100000008,2026-09-06 00:15:00,18.971063990218045,72.50370518214848
100000009,2026-09-06 00:15:00,18.874185487390843,72.74462292066812
100000010,2026-09-06 00:15:00,18.915344346470967,72.52298168835136
999999999,2026-09-06 00:15:00,18.856250000000003,72.65625
100000001,2026-09-06 00:20:00,18.93186784202381,72.74063833112842
100000002,2026-09-06 00:20:00,18.867946236453538,72.5499839144573
100000003,2026-09-06 00:20:00,18.955840537177515,72.69111544001386
100000004,2026-09-06 00:20:00,19.006943277176294,72.54358691296514
100000005,2026-09-06 00:20:00,18.908806799151165,72.624925982114
100000006,2026-09-06 00:20:00,18.96613491840054,72.53086432046182
100000007,2026-09-06 00:20:00,18.932204210308168,72.69672102350063
100000008,2026-09-06 00:20:00,18.971709259329455,72.5017283268906
100000009,2026-09-06 00:20:00,18.87697927958929,72.74647330475682
100000010,2026-09-06 00:20:00,18.91644974463004,72.5226226033138
999999999,2026-09-06 00:20:00,18.858333333333334,72.65833333333333
100000001,2026-09-06 00:25:00,18.933259805674677,72.74123028203361
100000002,2026-09-06 00:25:00,18.865294738126547,72.55218097133195
100000003,2026-09-06 00:25:00,18.95296404414329,72.69393489912683
100000004,2026-09-06 00:25:00,19.005034226979536,72.54168734002425
100000005,2026-09-06 00:25:00,18.908398469263016,72.62367335695518
100000006,2026-09-06 00:25:00,18.964887786291754,72.53006249152158
100000007,2026-09-06 00:25:00,18.93040225300112,72.6968064301311
100000008,2026-09-06 00:25:00,18.972354528440864,72.49975147163272
100000009,2026-09-06 00:25:00,18.879773071787735,72.74832368884552
100000010,2026-09-06 00:25:00,18.917555142789112,72.52226351827625
999999999,2026-09-06 00:25:00,18.86041666666667,72.66041666666668
100000001,2026-09-06 00:30:00,18.934651769325544,72.7418222329388
100000002,2026-09-06 00:30:00,18.862643239799556,72.5543780282066
100000003,2026-09-06 00:30:00,18.950087551109064,72.6967543582398
100000004,2026-09-06 00:30:00,19.003125176782778,72.53978776708337
100000005,2026-09-06 00:30:00,18.907990139374867,72.62242073179637
100000006,2026-09-06 00:30:00,18.963640654182967,72.52926066258134
100000007,2026-09-06 00:30:00,18.92860029569407,72.69689183676158
100000008,2026-09-06 00:30:00,18.972999797552273,72.49777461637484
100000009,2026-09-06 00:30:00,18.88256686398618,72.75
100000010,2026-09-06 00:30:00,18.918660540948185,72.52190443323869
999999999,2026-09-06 00:30:00,18.8625,72.66250000000001
100000001,2026-09-06 00:35:00,18.93604373297641,72.74241418384399
100000002,2026-09-06 00:35:00,18.859991741472566,72.55657508508125
100000003,2026-09-06 00:35:00,18.94721105807484,72.69957381735277
100000004,2026-09-06 00:35:00,19.00121612658602,72.53788819414248
100000005,2026-09-06 00:35:00,18.907581809486718,72.62116810663755
100000006,2026-09-06 00:35:00,18.96239352207418,72.5284588336411
100000007,2026-09-06 00:35:00,18.926798338387023,72.69697724339206
100000008,2026-09-06 00:35:00,18.973645066663682,72.49579776111696
100000009,2026-09-06 00:35:00,18.885360656184627,72.7481496159113
100000010,2026-09-06 00:35:00,18.919765939107258,72.52154534820113
999999999,2026-09-06 00:35:00,18.864583333333336,72.66458333333334
100000001,2026-09-06 00:40:00,18.93743569662728,72.74300613474918
100000002,2026-09-06 00:40:00,18.857340243145575,72.5587721419559
100000003,2026-09-06 00:40:00,18.944334565040613,72.70239327646574
100000004,2026-09-06 00:40:00,18.99930707638926,72.5359886212016
100000005,2026-09-06 00:40:00,18.90717347959857,72.61991548147874
100000006,2026-09-06 00:40:00,18.961146389965393,72.52765700470086
100000007,2026-09-06 00:40:00,18.924996381079975,72.69706265002253
100000008,2026-09-06 00:40:00,18.97429033577509,72.49382090585908
100000009,2026-09-06 00:40:00,18.888154448383073,72.7462992318226
100000010,2026-09-06 00:40:00,18.92087133726633,72.52118626316357
999999999,2026-09-06 00:40:00,18.866666666666667,72.66666666666667
100000001,2026-09-06 00:45:00,18.938827660278147,72.74359808565437
100000002,2026-09-06 00:45:00,18.854688744818585,72.56096919883055
100000003,2026-09-06 00:45:00,18.941458072006387,72.70521273557871
100000004,2026-09-06 00:45:00,18.997398026192503,72.53408904826071
100000005,2026-09-06 00:45:00,18.90676514971042,72.61866285631993
100000006,2026-09-06 00:45:00,18.959899257856605,72.52685517576062
100000007,2026-09-06 00:45:00,18.923194423772927,72.697148056653
100000008,2026-09-06 00:45:00,18.9749356048865,72.4918440506012
100000009,2026-09-06 00:45:00,18.89094824058152,72.7444488477339
100000010,2026-09-06 00:45:00,18.921976735425403,72.52082717812601
999999999,2026-09-06 00:45:00,18.868750000000002,72.66875
100000001,2026-09-06 00:50:00,18.940219623929014,72.74419003655956
100000002,2026-09-06 00:50:00,18.852037246491594,72.5631662557052
100000003,2026-09-06 00:50:00,18.938581578972162,72.70803219469168
100000004,2026-09-06 00:50:00,18.995488975995745,72.53218947531983
100000005,2026-09-06 00:50:00,18.90635681982227,72.61741023116112
100000006,2026-09-06 00:50:00,18.958652125747818,72.52605334682038
100000007,2026-09-06 00:50:00,18.92139246646588,72.69723346328348
100000008,2026-09-06 00:50:00,18.97558087399791,72.48986719534332
100000009,2026-09-06 00:50:00,18.893742032779965,72.74259846364521
100000010,2026-09-06 00:50:00,18.923082133584476,72.52046809308845
999999999,2026-09-06 00:50:00,18.870833333333334,72.67083333333333
100000001,2026-09-06 00:55:00,18.94161158757988,72.74478198746475
100000002,2026-09-06 00:55:00,18.849385748164604,72.56536331257985
100000003,2026-09-06 00:55:00,18.935705085937936,72.71085165380465
100000004,2026-09-06 00:55:00,18.993579925798986,72.53028990237894
100000005,2026-09-06 00:55:00,18.905948489934122,72.6161576060023
100000006,2026-09-06 00:55:00,18.95740499363903,72.52525151788014
100000007,2026-09-06 00:55:00,18.91959050915883,72.69731886991396
100000008,2026-09-06 00:55:00,18.97622614310932,72.48789034008544
100000009,2026-09-06 00:55:00,18.89653582497841,72.74074807955651
100000010,2026-09-06 00:55:00,18.92418753174355,72.5201090080509
999999999,2026-09-06 00:55:00,18.87291666666667,72.67291666666667
100000001,2026-09-06 01:00:00,18.94300355123075,72.74537393836994
100000002,2026-09-06 01:00:00,18.846734249837613,72.5675603694545
100000003,2026-09-06 01:00:00,18.93282859290371,72.71367111291762
100000004,2026-09-06 01:00:00,18.991670875602228,72.52839032943805
100000005,2026-09-06 01:00:00,18.905540160045973,72.61490498084349
100000006,2026-09-06 01:00:00,18.956157861530244,72.5244496889399
100000007,2026-09-06 01:00:00,18.917788551851782,72.69740427654443
100000008,2026-09-06 01:00:00,18.976871412220728,72.48591348482756
100000009,2026-09-06 01:00:00,18.899329617176857,72.73889769546781
100000010,2026-09-06 01:00:00,18.92529292990262,72.51974992301334
999999999,2026-09-06 01:00:00,18.875,72.67500000000001
100000001,2026-09-06 01:05:00,18.944395514881617,72.74596588927513
100000002,2026-09-06 01:05:00,18.844082751510623,72.56975742632915
100000003,2026-09-06 01:05:00,18.929952099869485,72.7164905720306
100000004,2026-09-06 01:05:00,18.98976182540547,72.52649075649717
100000005,2026-09-06 01:05:00,18.905131830157824,72.61365235568468
100000006,2026-09-06 01:05:00,18.954910729421456,72.52364785999966
100000007,2026-09-06 01:05:00,18.915986594544734,72.69748968317491
100000008,2026-09-06 01:05:00,18.977516681332137,72.48393662956968
100000009,2026-09-06 01:05:00,18.902123409375303,72.73704731137911
100000010,2026-09-06 01:05:00,18.926398328061694,72.51939083797578
999999999,2026-09-06 01:05:00,18.877083333333335,72.67708333333334
